city,city_ascii,state_id,state_name,timezone
Maugansville,Maugansville,MD,Maryland,America/New_York
Palmer Heights,Palmer Heights,PA,Pennsylvania,America/New_York
North Lakeville,North Lakeville,MA,Massachusetts,America/New_York
Palmyra,Palmyra,MO,Missouri,America/Chicago
Northwoods,Northwoods,MO,Missouri,America/Chicago
Carey,Carey,OH,Ohio,America/New_York
Combined Locks,Combined Locks,WI,Wisconsin,America/Chicago
West Columbia,West Columbia,TX,Texas,America/Chicago
Heber-Overgaard,Heber-Overgaard,AZ,Arizona,America/Phoenix
Port Vue,Port Vue,PA,Pennsylvania,America/New_York
Fairview,Fairview,NC,North Carolina,America/New_York
Riverview Park,Riverview Park,PA,Pennsylvania,America/New_York
Thomasville,Thomasville,AL,Alabama,America/Chicago
Cornville,Cornville,AZ,Arizona,America/Phoenix
Mattawa,Mattawa,WA,Washington,America/Los_Angeles
Port St. Joe,Port St. Joe,FL,Florida,America/New_York
Del Monte Forest,Del Monte Forest,CA,California,America/Los_Angeles
Jasper,Jasper,TN,Tennessee,America/Chicago
Lisbon,Lisbon,ME,Maine,America/New_York
Broad Brook,Broad Brook,CT,Connecticut,America/New_York
Greensboro,Greensboro,GA,Georgia,America/New_York
Elgin,Elgin,OK,Oklahoma,America/Chicago
Karnes City,Karnes City,TX,Texas,America/Chicago
Franklinton,Franklinton,LA,Louisiana,America/Chicago
Salem Heights,Salem Heights,OH,Ohio,America/New_York
North Wildwood,North Wildwood,NJ,New Jersey,America/New_York
Islandia,Islandia,NY,New York,America/New_York
Waterloo,Waterloo,WI,Wisconsin,America/Chicago
Lakeview Estates,Lakeview Estates,GA,Georgia,America/New_York
Lake Sarasota,Lake Sarasota,FL,Florida,America/New_York
Midway North,Midway North,TX,Texas,America/Chicago
Pendleton,Pendleton,SC,South Carolina,America/New_York
Ketchum,Ketchum,ID,Idaho,America/Boise
Manti,Manti,UT,Utah,America/Denver
Sissonville,Sissonville,WV,West Virginia,America/New_York
Eagle Grove,Eagle Grove,IA,Iowa,America/Chicago
Waikapu,Waikapu,HI,Hawaii,Pacific/Honolulu
Sweeny,Sweeny,TX,Texas,America/Chicago
Drum Point,Drum Point,MD,Maryland,America/New_York
Burbank,Burbank,WA,Washington,America/Los_Angeles
Lake Clarke Shores,Lake Clarke Shores,FL,Florida,America/New_York
Alexander,Alexander,AR,Arkansas,America/Chicago
El Dorado Springs,El Dorado Springs,MO,Missouri,America/Chicago
Big Lake,Big Lake,AK,Alaska,America/Anchorage
North Baltimore,North Baltimore,OH,Ohio,America/New_York
Highland-on-the-Lake,Highland-on-the-Lake,NY,New York,America/New_York
Ballinger,Ballinger,TX,Texas,America/Chicago
Hesston,Hesston,KS,Kansas,America/Chicago
High Bridge,High Bridge,NJ,New Jersey,America/New_York
Pine Island,Pine Island,MN,Minnesota,America/Chicago
Day Valley,Day Valley,CA,California,America/Los_Angeles
Blackshear,Blackshear,GA,Georgia,America/New_York
Romeo,Romeo,MI,Michigan,America/Detroit
Norton,Norton,VA,Virginia,America/New_York
Rockfish,Rockfish,NC,North Carolina,America/New_York
Tiptonville,Tiptonville,TN,Tennessee,America/Chicago
Ridgecrest,Ridgecrest,FL,Florida,America/New_York
Seymour,Seymour,WI,Wisconsin,America/Chicago
Oglesby,Oglesby,IL,Illinois,America/Chicago
O'Neill,O'Neill,NE,Nebraska,America/Chicago
Union City,Union City,IN,Indiana,America/Indiana/Indianapolis
Princess Anne,Princess Anne,MD,Maryland,America/New_York
Monrovia,Monrovia,MD,Maryland,America/New_York
Two Harbors,Two Harbors,MN,Minnesota,America/Chicago
Mount Olive,Mount Olive,AL,Alabama,America/Chicago
Milton,Milton,DE,Delaware,America/New_York
Tolono,Tolono,IL,Illinois,America/Chicago
Lloyd Harbor,Lloyd Harbor,NY,New York,America/New_York
Leisuretowne,Leisuretowne,NJ,New Jersey,America/New_York
Grasonville,Grasonville,MD,Maryland,America/New_York
SUNY Oswego,SUNY Oswego,NY,New York,America/New_York
Gunnison,Gunnison,UT,Utah,America/Denver
Osage,Osage,IA,Iowa,America/Chicago
Pea Ridge,Pea Ridge,FL,Florida,America/Chicago
Candelaria Arenas,Candelaria Arenas,PR,Puerto Rico,America/Puerto_Rico
Piggott,Piggott,AR,Arkansas,America/Chicago
Lake Holm,Lake Holm,WA,Washington,America/Los_Angeles
Hanover,Hanover,IN,Indiana,America/Indiana/Indianapolis
Lyons,Lyons,KS,Kansas,America/Chicago
Grand Bay,Grand Bay,AL,Alabama,America/Chicago
Stanhope,Stanhope,NJ,New Jersey,America/New_York
Humboldt Hill,Humboldt Hill,CA,California,America/Los_Angeles
Ozark,Ozark,AR,Arkansas,America/Chicago
Hunter,Hunter,OH,Ohio,America/New_York
Cutten,Cutten,CA,California,America/Los_Angeles
Wheatland,Wheatland,WY,Wyoming,America/Denver
Merton,Merton,WI,Wisconsin,America/Chicago
High Point,High Point,FL,Florida,America/New_York
Hot Springs,Hot Springs,SD,South Dakota,America/Denver
Mission Hills,Mission Hills,KS,Kansas,America/Chicago
Hauula,Hauula,HI,Hawaii,Pacific/Honolulu
Black River Falls,Black River Falls,WI,Wisconsin,America/Chicago
Toledo,Toledo,OR,Oregon,America/Los_Angeles
Key Center,Key Center,WA,Washington,America/Los_Angeles
Lakewood,Lakewood,SC,South Carolina,America/New_York
Northfield,Northfield,OH,Ohio,America/New_York
La Cienega,La Cienega,NM,New Mexico,America/Denver
Leesburg,Leesburg,GA,Georgia,America/New_York
Nowata,Nowata,OK,Oklahoma,America/Chicago
Vine Hill,Vine Hill,CA,California,America/Los_Angeles
Manor,Manor,PA,Pennsylvania,America/New_York
Oakhurst,Oakhurst,NJ,New Jersey,America/New_York
Dandridge,Dandridge,TN,Tennessee,America/New_York
Kane,Kane,PA,Pennsylvania,America/New_York
Emerald Mountain,Emerald Mountain,AL,Alabama,America/Chicago
Centerville,Centerville,TN,Tennessee,America/Chicago
Cleveland,Cleveland,GA,Georgia,America/New_York
Flat Rock,Flat Rock,NC,North Carolina,America/New_York
Avondale Estates,Avondale Estates,GA,Georgia,America/New_York
Vassar College,Vassar College,NY,New York,America/New_York
Milbank,Milbank,SD,South Dakota,America/Chicago
Hainesville,Hainesville,IL,Illinois,America/Chicago
Hidden Meadows,Hidden Meadows,CA,California,America/Los_Angeles
Beaver Dam,Beaver Dam,KY,Kentucky,America/Chicago
Holden Lakes,Holden Lakes,FL,Florida,America/New_York
Jefferson,Jefferson,OH,Ohio,America/New_York
Welcome,Welcome,NC,North Carolina,America/New_York
Hazlehurst,Hazlehurst,MS,Mississippi,America/Chicago
Hahnville,Hahnville,LA,Louisiana,America/Chicago
Battle Mountain,Battle Mountain,NV,Nevada,America/Los_Angeles
Oakwood,Oakwood,OH,Ohio,America/New_York
Chandler,Chandler,TX,Texas,America/Chicago
Whiteman AFB,Whiteman AFB,MO,Missouri,America/Chicago
Grangeville,Grangeville,ID,Idaho,America/Los_Angeles
Wellford,Wellford,SC,South Carolina,America/New_York
North Shore,North Shore,CA,California,America/Los_Angeles
Dillonvale,Dillonvale,OH,Ohio,America/New_York
Riverton,Riverton,IL,Illinois,America/Chicago
Mountain View Acres,Mountain View Acres,CA,California,America/Los_Angeles
Gray,Gray,GA,Georgia,America/New_York
Midway,Midway,FL,Florida,America/New_York
Port Reading,Port Reading,NJ,New Jersey,America/New_York
Carthage,Carthage,NY,New York,America/New_York
Arcola,Arcola,VA,Virginia,America/New_York
Fort McKinley,Fort McKinley,OH,Ohio,America/New_York
Welch,Welch,WV,West Virginia,America/New_York
Mahanoy City,Mahanoy City,PA,Pennsylvania,America/New_York
Planada,Planada,CA,California,America/Los_Angeles
Glen Raven,Glen Raven,NC,North Carolina,America/New_York
Lewes,Lewes,DE,Delaware,America/New_York
Muttontown,Muttontown,NY,New York,America/New_York
Buckhorn,Buckhorn,CA,California,America/Los_Angeles
Village Shires,Village Shires,PA,Pennsylvania,America/New_York
Clifton,Clifton,TX,Texas,America/Chicago
Broken Bow,Broken Bow,NE,Nebraska,America/Chicago
Forsyth,Forsyth,IL,Illinois,America/Chicago
Plainview,Plainview,MN,Minnesota,America/Chicago
Reno,Reno,TX,Texas,America/Chicago
Myrtle Creek,Myrtle Creek,OR,Oregon,America/Los_Angeles
Hillsboro,Hillsboro,MO,Missouri,America/Chicago
Lockland,Lockland,OH,Ohio,America/New_York
Florida,Florida,PR,Puerto Rico,America/Puerto_Rico
Hopelawn,Hopelawn,NJ,New Jersey,America/New_York
Slippery Rock,Slippery Rock,PA,Pennsylvania,America/New_York
Pen Argyl,Pen Argyl,PA,Pennsylvania,America/New_York
Wildwood Lake,Wildwood Lake,TN,Tennessee,America/New_York
Llano,Llano,TX,Texas,America/Chicago
Northern Cambria,Northern Cambria,PA,Pennsylvania,America/New_York
Escatawpa,Escatawpa,MS,Mississippi,America/Chicago
Cambrian Park,Cambrian Park,CA,California,America/Los_Angeles
San Manuel,San Manuel,AZ,Arizona,America/Phoenix
Level Park-Oak Park,Level Park-Oak Park,MI,Michigan,America/Detroit
Aguas Buenas,Aguas Buenas,PR,Puerto Rico,America/Puerto_Rico
Wrightsville,Wrightsville,GA,Georgia,America/New_York
Wynantskill,Wynantskill,NY,New York,America/New_York
Eagle Lake,Eagle Lake,TX,Texas,America/Chicago
Rio Grande,Rio Grande,NJ,New Jersey,America/New_York
Winnsboro,Winnsboro,TX,Texas,America/Chicago
Andrews,Andrews,SC,South Carolina,America/New_York
Orange,Orange,OH,Ohio,America/New_York
Westway,Westway,TX,Texas,America/Denver
Goldendale,Goldendale,WA,Washington,America/Los_Angeles
Durand,Durand,MI,Michigan,America/Detroit
Sauk City,Sauk City,WI,Wisconsin,America/Chicago
Stonybrook,Stonybrook,PA,Pennsylvania,America/New_York
Elma,Elma,WA,Washington,America/Los_Angeles
Lake Delton,Lake Delton,WI,Wisconsin,America/Chicago
Pleasant Valley,Pleasant Valley,WV,West Virginia,America/New_York
West Point,West Point,VA,Virginia,America/New_York
Knox,Knox,IN,Indiana,America/Indiana/Knox
West Sand Lake,West Sand Lake,NY,New York,America/New_York
Hartford,Hartford,SD,South Dakota,America/Chicago
Vandenberg AFB,Vandenberg AFB,CA,California,America/Los_Angeles
Teague,Teague,TX,Texas,America/Chicago
Feather Sound,Feather Sound,FL,Florida,America/New_York
Monte Grande,Monte Grande,PR,Puerto Rico,America/Puerto_Rico
Alexandria,Alexandria,AL,Alabama,America/Chicago
Oxford,Oxford,MI,Michigan,America/Detroit
Mariemont,Mariemont,OH,Ohio,America/New_York
Mifflinburg,Mifflinburg,PA,Pennsylvania,America/New_York
Coleytown,Coleytown,CT,Connecticut,America/New_York
West Point,West Point,NE,Nebraska,America/Chicago
Auburn,Auburn,NE,Nebraska,America/Chicago
Pine City,Pine City,MN,Minnesota,America/Chicago
Reamstown,Reamstown,PA,Pennsylvania,America/New_York
Indianola,Indianola,WA,Washington,America/Los_Angeles
Elba,Elba,AL,Alabama,America/Chicago
Heflin,Heflin,AL,Alabama,America/Chicago
Somerville,Somerville,TN,Tennessee,America/Chicago
Coplay,Coplay,PA,Pennsylvania,America/New_York
Rural Hall,Rural Hall,NC,North Carolina,America/New_York
Shannondale,Shannondale,WV,West Virginia,America/New_York
New Baden,New Baden,IL,Illinois,America/Chicago
Loxahatchee Groves,Loxahatchee Groves,FL,Florida,America/New_York
Monte Sereno,Monte Sereno,CA,California,America/Los_Angeles
Yuma,Yuma,CO,Colorado,America/Denver
San Antonio Heights,San Antonio Heights,CA,California,America/Los_Angeles
Wallace,Wallace,NC,North Carolina,America/New_York
Moreland Hills,Moreland Hills,OH,Ohio,America/New_York
St. Paul,St. Paul,MO,Missouri,America/Chicago
Strasburg,Strasburg,CO,Colorado,America/Denver
Ponderosa Park,Ponderosa Park,CO,Colorado,America/Denver
West End-Cobb Town,West End-Cobb Town,AL,Alabama,America/Chicago
New Hampton,New Hampton,IA,Iowa,America/Chicago
Ocean Grove,Ocean Grove,MA,Massachusetts,America/New_York
Gothenburg,Gothenburg,NE,Nebraska,America/Chicago
Roebling,Roebling,NJ,New Jersey,America/New_York
Nokomis,Nokomis,FL,Florida,America/New_York
Hahira,Hahira,GA,Georgia,America/New_York
Brown Station,Brown Station,MD,Maryland,America/New_York
Eveleth,Eveleth,MN,Minnesota,America/Chicago
Niwot,Niwot,CO,Colorado,America/Denver
Clifton Forge,Clifton Forge,VA,Virginia,America/New_York
Lake Lakengren,Lake Lakengren,OH,Ohio,America/New_York
Frederick,Frederick,OK,Oklahoma,America/Chicago
Sleepy Eye,Sleepy Eye,MN,Minnesota,America/Chicago
Abingdon,Abingdon,IL,Illinois,America/Chicago
El Verano,El Verano,CA,California,America/Los_Angeles
Warm Beach,Warm Beach,WA,Washington,America/Los_Angeles
Benson,Benson,MN,Minnesota,America/Chicago
Geneva,Geneva,FL,Florida,America/New_York
Redwood,Redwood,TX,Texas,America/Chicago
North Wales,North Wales,PA,Pennsylvania,America/New_York
Barton Creek,Barton Creek,TX,Texas,America/Chicago
Wellsboro,Wellsboro,PA,Pennsylvania,America/New_York
Blanchard,Blanchard,LA,Louisiana,America/Chicago
Lakeshore,Lakeshore,LA,Louisiana,America/Chicago
Mountain Home,Mountain Home,NC,North Carolina,America/New_York
Germantown Hills,Germantown Hills,IL,Illinois,America/Chicago
Pendergrass,Pendergrass,GA,Georgia,America/New_York
Malvern,Malvern,PA,Pennsylvania,America/New_York
Lucerne,Lucerne,CA,California,America/Los_Angeles
Ringgold,Ringgold,GA,Georgia,America/New_York
Ponce Inlet,Ponce Inlet,FL,Florida,America/New_York
Gibson City,Gibson City,IL,Illinois,America/Chicago
Nicholls,Nicholls,GA,Georgia,America/New_York
Montgomery,Montgomery,MN,Minnesota,America/Chicago
Holualoa,Holualoa,HI,Hawaii,Pacific/Honolulu
Pelham,Pelham,GA,Georgia,America/New_York
North Plains,North Plains,OR,Oregon,America/Los_Angeles
Lake Park,Lake Park,NC,North Carolina,America/New_York
Loyola,Loyola,CA,California,America/Los_Angeles
Kenedy,Kenedy,TX,Texas,America/Chicago
Sacaton,Sacaton,AZ,Arizona,America/Phoenix
Jewett City,Jewett City,CT,Connecticut,America/New_York
Empire,Empire,CA,California,America/Los_Angeles
Arcadia,Arcadia,SC,South Carolina,America/New_York
Alma,Alma,GA,Georgia,America/New_York
Port Ewen,Port Ewen,NY,New York,America/New_York
Comunas,Comunas,PR,Puerto Rico,America/Puerto_Rico
Larned,Larned,KS,Kansas,America/Chicago
Rochester,Rochester,PA,Pennsylvania,America/New_York
Marysville,Marysville,KS,Kansas,America/Chicago
Rosemont,Rosemont,PA,Pennsylvania,America/New_York
West Orange,West Orange,TX,Texas,America/Chicago
Captain Cook,Captain Cook,HI,Hawaii,Pacific/Honolulu
Westville,Westville,IL,Illinois,America/Chicago
Dublin,Dublin,TX,Texas,America/Chicago
Buffalo,Buffalo,MO,Missouri,America/Chicago
Roselawn,Roselawn,IN,Indiana,America/Chicago
Madison,Madison,OH,Ohio,America/New_York
Marianna,Marianna,AR,Arkansas,America/Chicago
Four Bridges,Four Bridges,OH,Ohio,America/New_York
Brices Creek,Brices Creek,NC,North Carolina,America/New_York
Woodlawn Beach,Woodlawn Beach,FL,Florida,America/Chicago
Fox Island,Fox Island,WA,Washington,America/Los_Angeles
Kirtland AFB,Kirtland AFB,NM,New Mexico,America/Denver
Dewey,Dewey,OK,Oklahoma,America/Chicago
St. James City,St. James City,FL,Florida,America/New_York
Compo,Compo,CT,Connecticut,America/New_York
Pottsgrove,Pottsgrove,PA,Pennsylvania,America/New_York
Farmerville,Farmerville,LA,Louisiana,America/Chicago
Hubbard,Hubbard,OR,Oregon,America/Los_Angeles
Red Oak,Red Oak,NC,North Carolina,America/New_York
Evergreen,Evergreen,AL,Alabama,America/Chicago
Peralta,Peralta,NM,New Mexico,America/Denver
West Point,West Point,GA,Georgia,America/New_York
Ridgemark,Ridgemark,CA,California,America/Los_Angeles
Hardwick,Hardwick,GA,Georgia,America/New_York
Melwood,Melwood,MD,Maryland,America/New_York
Moulton,Moulton,AL,Alabama,America/Chicago
Forks,Forks,WA,Washington,America/Los_Angeles
Balmville,Balmville,NY,New York,America/New_York
Annandale,Annandale,MN,Minnesota,America/Chicago
Story City,Story City,IA,Iowa,America/Chicago
Peshtigo,Peshtigo,WI,Wisconsin,America/Chicago
Barceloneta,Barceloneta,PR,Puerto Rico,America/Puerto_Rico
Newburgh,Newburgh,IN,Indiana,America/Chicago
Tomahawk,Tomahawk,WI,Wisconsin,America/Chicago
St. Johns,St. Johns,AZ,Arizona,America/Phoenix
Lanai City,Lanai City,HI,Hawaii,Pacific/Honolulu
Mount Angel,Mount Angel,OR,Oregon,America/Los_Angeles
North Pembroke,North Pembroke,MA,Massachusetts,America/New_York
Hemlock Farms,Hemlock Farms,PA,Pennsylvania,America/New_York
Frontenac,Frontenac,KS,Kansas,America/Chicago
Hodgenville,Hodgenville,KY,Kentucky,America/New_York
Alva,Alva,FL,Florida,America/New_York
Saddle River,Saddle River,NJ,New Jersey,America/New_York
Wyncote,Wyncote,PA,Pennsylvania,America/New_York
Frazer,Frazer,PA,Pennsylvania,America/New_York
Cleves,Cleves,OH,Ohio,America/New_York
Parker,Parker,AZ,Arizona,America/Phoenix
Shadyside,Shadyside,OH,Ohio,America/New_York
Holton,Holton,KS,Kansas,America/Chicago
Experiment,Experiment,GA,Georgia,America/New_York
Ossian,Ossian,IN,Indiana,America/Indiana/Indianapolis
Hansville,Hansville,WA,Washington,America/Los_Angeles
Morada,Morada,CA,California,America/Los_Angeles
Lenwood,Lenwood,CA,California,America/Los_Angeles
Shady Spring,Shady Spring,WV,West Virginia,America/New_York
South Berwick,South Berwick,ME,Maine,America/New_York
Hidden Springs,Hidden Springs,ID,Idaho,America/Boise
Hartville,Hartville,OH,Ohio,America/New_York
Water Valley,Water Valley,MS,Mississippi,America/Chicago
Pistakee Highlands,Pistakee Highlands,IL,Illinois,America/Chicago
Summersville,Summersville,WV,West Virginia,America/New_York
Crockett,Crockett,CA,California,America/Los_Angeles
Williams,Williams,AZ,Arizona,America/Phoenix
Millersburg,Millersburg,OR,Oregon,America/Los_Angeles
River Road,River Road,NC,North Carolina,America/New_York
Saylorville,Saylorville,IA,Iowa,America/Chicago
Etna,Etna,PA,Pennsylvania,America/New_York
Port Richey,Port Richey,FL,Florida,America/New_York
White River Junction,White River Junction,VT,Vermont,America/New_York
Haworth,Haworth,NJ,New Jersey,America/New_York
Johnson Creek,Johnson Creek,WI,Wisconsin,America/Chicago
Squaw Valley,Squaw Valley,CA,California,America/Los_Angeles
Williamsburg,Williamsburg,IA,Iowa,America/Chicago
Wind Gap,Wind Gap,PA,Pennsylvania,America/New_York
Hobart,Hobart,OK,Oklahoma,America/Chicago
Salunga,Salunga,PA,Pennsylvania,America/New_York
Las Lomas,Las Lomas,CA,California,America/Los_Angeles
Keowee Key,Keowee Key,SC,South Carolina,America/New_York
Fort Defiance,Fort Defiance,AZ,Arizona,America/Denver
Rossmoor,Rossmoor,NJ,New Jersey,America/New_York
Liberty,Liberty,SC,South Carolina,America/New_York
Watkinsville,Watkinsville,GA,Georgia,America/New_York
Dahlgren,Dahlgren,VA,Virginia,America/New_York
Rio Dell,Rio Dell,CA,California,America/Los_Angeles
Ellsworth,Ellsworth,WI,Wisconsin,America/Chicago
Spencer,Spencer,NC,North Carolina,America/New_York
Loyalhanna,Loyalhanna,PA,Pennsylvania,America/New_York
Lake Providence,Lake Providence,LA,Louisiana,America/Chicago
Breckenridge,Breckenridge,MN,Minnesota,America/Chicago
Clifton Knolls-Mill Creek,Clifton Knolls-Mill Creek,NY,New York,America/New_York
Yountville,Yountville,CA,California,America/Los_Angeles
Newcastle,Newcastle,WY,Wyoming,America/Denver
Fetters Hot Springs-Agua Caliente,Fetters Hot Springs-Agua Caliente,CA,California,America/Los_Angeles
Ladonia,Ladonia,AL,Alabama,America/Chicago
Frostproof,Frostproof,FL,Florida,America/New_York
Nesquehoning,Nesquehoning,PA,Pennsylvania,America/New_York
Waldron,Waldron,AR,Arkansas,America/Chicago
Kalaeloa,Kalaeloa,HI,Hawaii,Pacific/Honolulu
Altavista,Altavista,VA,Virginia,America/New_York
Blackstone,Blackstone,VA,Virginia,America/New_York
Caddo Mills,Caddo Mills,TX,Texas,America/Chicago
Old Mystic,Old Mystic,CT,Connecticut,America/New_York
Lake Nacimiento,Lake Nacimiento,CA,California,America/Los_Angeles
Avalon,Avalon,CA,California,America/Los_Angeles
Tusculum,Tusculum,TN,Tennessee,America/New_York
Gloucester Courthouse,Gloucester Courthouse,VA,Virginia,America/New_York
Chico,Chico,WA,Washington,America/Los_Angeles
Boiling Springs,Boiling Springs,PA,Pennsylvania,America/New_York
Macon,Macon,MS,Mississippi,America/Chicago
Lordstown,Lordstown,OH,Ohio,America/New_York
Robins,Robins,IA,Iowa,America/Chicago
Mount Gilead,Mount Gilead,OH,Ohio,America/New_York
Bandon,Bandon,OR,Oregon,America/Los_Angeles
South Bloomfield,South Bloomfield,OH,Ohio,America/New_York
Essexville,Essexville,MI,Michigan,America/Detroit
Johnston City,Johnston City,IL,Illinois,America/Chicago
Clare,Clare,MI,Michigan,America/Detroit
Weaver,Weaver,AL,Alabama,America/Chicago
Ohioville,Ohioville,PA,Pennsylvania,America/New_York
Wrightstown,Wrightstown,WI,Wisconsin,America/Chicago
Winnsboro,Winnsboro,SC,South Carolina,America/New_York
Lake Arrowhead,Lake Arrowhead,ME,Maine,America/New_York
Ebensburg,Ebensburg,PA,Pennsylvania,America/New_York
Enochville,Enochville,NC,North Carolina,America/New_York
Mayfield,Mayfield,OH,Ohio,America/New_York
Springdale,Springdale,PA,Pennsylvania,America/New_York
Mount Oliver,Mount Oliver,PA,Pennsylvania,America/New_York
Upper Greenwood Lake,Upper Greenwood Lake,NJ,New Jersey,America/New_York
Clearwater,Clearwater,SC,South Carolina,America/New_York
Berwyn Heights,Berwyn Heights,MD,Maryland,America/New_York
Washoe Valley,Washoe Valley,NV,Nevada,America/Los_Angeles
Jefferson,Jefferson,MD,Maryland,America/New_York
Mineral Springs,Mineral Springs,NC,North Carolina,America/New_York
Welsh,Welsh,LA,Louisiana,America/Chicago
Milford,Milford,IA,Iowa,America/Chicago
Muldrow,Muldrow,OK,Oklahoma,America/Chicago
Blountville,Blountville,TN,Tennessee,America/New_York
One Loudoun,One Loudoun,VA,Virginia,America/New_York
South Alamo,South Alamo,TX,Texas,America/Chicago
Beach City,Beach City,TX,Texas,America/Chicago
Hamburg,Hamburg,NJ,New Jersey,America/New_York
Long Lake,Long Lake,IL,Illinois,America/Chicago
North Hartsville,North Hartsville,SC,South Carolina,America/New_York
Cashmere,Cashmere,WA,Washington,America/Los_Angeles
Hominy,Hominy,OK,Oklahoma,America/Chicago
New Haven,New Haven,MO,Missouri,America/Chicago
Hideaway,Hideaway,TX,Texas,America/Chicago
Jefferson,Jefferson,OR,Oregon,America/Los_Angeles
Millvale,Millvale,PA,Pennsylvania,America/New_York
Thiensville,Thiensville,WI,Wisconsin,America/Chicago
Seacliff,Seacliff,CA,California,America/Los_Angeles
Brillion,Brillion,WI,Wisconsin,America/Chicago
Smithville-Sanders,Smithville-Sanders,IN,Indiana,America/Indiana/Indianapolis
Ingram,Ingram,PA,Pennsylvania,America/New_York
Chincoteague,Chincoteague,VA,Virginia,America/New_York
West Liberty,West Liberty,KY,Kentucky,America/New_York
Rush City,Rush City,MN,Minnesota,America/Chicago
Jarrell,Jarrell,TX,Texas,America/Chicago
Goldstream,Goldstream,AK,Alaska,America/Anchorage
Wayne Heights,Wayne Heights,PA,Pennsylvania,America/New_York
Lake Cassidy,Lake Cassidy,WA,Washington,America/Los_Angeles
Momence,Momence,IL,Illinois,America/Chicago
Val Verde,Val Verde,CA,California,America/Los_Angeles
Winnie,Winnie,TX,Texas,America/Chicago
Rosemont,Rosemont,IL,Illinois,America/Chicago
West Wyomissing,West Wyomissing,PA,Pennsylvania,America/New_York
Newbern,Newbern,TN,Tennessee,America/Chicago
Paw Paw,Paw Paw,MI,Michigan,America/Detroit
Littleton Common,Littleton Common,MA,Massachusetts,America/New_York
Jackson,Jackson,MN,Minnesota,America/Chicago
Grand Mound,Grand Mound,WA,Washington,America/Los_Angeles
Holden Heights,Holden Heights,FL,Florida,America/New_York
West Lake Hills,West Lake Hills,TX,Texas,America/Chicago
Naples,Naples,UT,Utah,America/Denver
Paris,Paris,AR,Arkansas,America/Chicago
Crestview Hills,Crestview Hills,KY,Kentucky,America/New_York
Auburn Lake Trails,Auburn Lake Trails,CA,California,America/Los_Angeles
Olga,Olga,FL,Florida,America/New_York
Blennerhassett,Blennerhassett,WV,West Virginia,America/New_York
Bartonsville,Bartonsville,MD,Maryland,America/New_York
Oliver Springs,Oliver Springs,TN,Tennessee,America/New_York
Eagle Lake,Eagle Lake,MN,Minnesota,America/Chicago
Haslet,Haslet,TX,Texas,America/Chicago
Venice Gardens,Venice Gardens,FL,Florida,America/New_York
Lake Erie Beach,Lake Erie Beach,NY,New York,America/New_York
Villalba,Villalba,PR,Puerto Rico,America/Puerto_Rico
Bonanza,Bonanza,GA,Georgia,America/New_York
Abernathy,Abernathy,TX,Texas,America/Chicago
Elizabethtown,Elizabethtown,NC,North Carolina,America/New_York
Red Rock,Red Rock,AZ,Arizona,America/Phoenix
Mascot,Mascot,TN,Tennessee,America/New_York
Monument Beach,Monument Beach,MA,Massachusetts,America/New_York
Blanding,Blanding,UT,Utah,America/Denver
Macungie,Macungie,PA,Pennsylvania,America/New_York
Barrett,Barrett,TX,Texas,America/Chicago
Arthurtown,Arthurtown,SC,South Carolina,America/New_York
Lakeview,Lakeview,OR,Oregon,America/Los_Angeles
Hanceville,Hanceville,AL,Alabama,America/Chicago
Windsor,Windsor,NC,North Carolina,America/New_York
Mannford,Mannford,OK,Oklahoma,America/Chicago
Port Aransas,Port Aransas,TX,Texas,America/Chicago
Fordyce,Fordyce,AR,Arkansas,America/Chicago
Penbrook,Penbrook,PA,Pennsylvania,America/New_York
Jamestown,Jamestown,CA,California,America/Los_Angeles
Annetta,Annetta,TX,Texas,America/Chicago
French Camp,French Camp,CA,California,America/Los_Angeles
Louisburg,Louisburg,NC,North Carolina,America/New_York
Mount Healthy Heights,Mount Healthy Heights,OH,Ohio,America/New_York
Shorewood Forest,Shorewood Forest,IN,Indiana,America/Chicago
Perkins,Perkins,OK,Oklahoma,America/Chicago
Rayville,Rayville,LA,Louisiana,America/Chicago
Orofino,Orofino,ID,Idaho,America/Los_Angeles
Toa Alta,Toa Alta,PR,Puerto Rico,America/Puerto_Rico
Colonial Heights,Colonial Heights,TN,Tennessee,America/New_York
Rutgers University-Livingston Campus,Rutgers University-Livingston Campus,NJ,New Jersey,America/New_York
Hortonville,Hortonville,WI,Wisconsin,America/Chicago
Clearview,Clearview,WA,Washington,America/Los_Angeles
Red Oaks Mill,Red Oaks Mill,NY,New York,America/New_York
Mingo Junction,Mingo Junction,OH,Ohio,America/New_York
Bunkie,Bunkie,LA,Louisiana,America/Chicago
South Duxbury,South Duxbury,MA,Massachusetts,America/New_York
Sherwood,Sherwood,WI,Wisconsin,America/Chicago
Grantville,Grantville,GA,Georgia,America/New_York
Elroy,Elroy,NC,North Carolina,America/New_York
Claryville,Claryville,KY,Kentucky,America/New_York
Lake of the Woods,Lake of the Woods,AZ,Arizona,America/Phoenix
Plymouth,Plymouth,NC,North Carolina,America/New_York
Melbourne Beach,Melbourne Beach,FL,Florida,America/New_York
Sugar Creek,Sugar Creek,MO,Missouri,America/Chicago
Union Springs,Union Springs,AL,Alabama,America/Chicago
Sewaren,Sewaren,NJ,New Jersey,America/New_York
Algona,Algona,WA,Washington,America/Los_Angeles
Hogansville,Hogansville,GA,Georgia,America/New_York
